320.320
0,1.0,1.0,1.0,1.0,1.2,3.0,1.0,1.0,1.3,27.4,27.5,27.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
0,1.0,1.0,1.0,1.1,0.0,1.0,1.0,1.0,1.3,27.4,27.5,27.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
0,1.0,1.0,1.3,16.0,1.0,1.0,1.0,1.0,1.3,27.4,27.5,27.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
0,1.0,1.0,1.5,16.1,0.0,1.0,1.4,0.0,1.3,27.4,27.5,27.1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1
0,1.0,1.0,1.5,16.0,1.0,1.0,1.0,1.1,0.3,27.4,27.5,27.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
0,1.0,1.0,1.5,17.1,22.6,89.7,89.0,1.0,1.3,28.4,28.5,28.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
0,1.0,1.0,1.1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.3,3.4,3.0,1.0,1.0,1
0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1,0.2,1.2,1.0,1.2,1.0,1.2,4.3,4.4,4.0,1.0,1.0,1
0,1.0,1.0,1.0,1.0,1.0,1.2,1.2,4.0,1.2,1.2,1.2,1.0,1.0,1.2,1.0,1.0,1.0,1.0,1.0,1
0,1.0,1.3,3.4,3.2,4.0,1.0,1.2,1.2,1.1,0.2,1.2,1.2,4.0,1.2,1.2,1.0,1.0,1.0,1.0,1
0,1.0,1.3,4.4,4.0,1.0,1.2,1.0,1.2,1.2,1.2,1.2,1.2,1.2,1.0,1.2,1.2,1.0,1.0,1.0,1
0,1.0,1.0,1.0,1.0,1.0,1.0,1.2,1.2,1.2,1.2,1.1,0.2,1.2,1.0,1.0,1.0,1.0,1.0,1.0,1
0,1.0,1.0,1.0,1.0,1.2,1.1,0.2,1.2,1.2,1.2,4.2,1.2,1.0,1.2,1.0,1.0,1.0,1.0,1.0,1
0,1.0,1.1,0.0,1.0,1.0,1.2,1.2,1.0,1.2,1.0,1.0,1.2,1.0,1.2,1.0,1.3,3.4,3.0,1.0,1
0,1.0,1.0,1.0,1.0,1.0,1.1,0.0,1.2,1.0,1.0,1.2,1.0,1.0,1.0,1.0,1.3,4.4,4.0,1.0,1
0,1.0,1.0,1.0,1.1,0.2,4.0,1.1,0.0,1.0,1.1,0.0,1.0,1.0,1.2,4.0,1.0,1.0,1.0,1.0,1
0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
